,title,movie_text_data
835,Why Be Good?,"Why Be Good? Why Be Good? Comedy, Drama, Romance William A. Seiter Paul Perez, Carey Wilson First National Pictures Colleen Moore, Neil Hamilton, Bodil Rosing, John St. Polis, Edward Martindel, Eddie Clayton, Lincoln Stedman, Louis Natheaux, Collette Merton, Dixie Gay A flapper with a dubious reputation enjoys a vivacious night of dancing and finds herself romantically linked to her boss."
836,Wild Orchids,"Orchidea selvaggia Wild Orchids Romance, Drama Sidney Franklin John Colton, Willis Goldbeck Metro-Goldwyn-Mayer (MGM) Greta Garbo, Lewis Stone, Nils Asther A prince in Java tries to seduce his visitor's wife, but he's discovered."
837,The Wild Party,"L'allegra brigata The Wild Party Comedy, Drama Dorothy Arzner Samuel Hopkins Adams, E. Lloyd Sheldon Paramount Pictures Clara Bow, Fredric March, Marceline Day, Shirley O'Hara, Adrienne Dore, Joyce Compton, Jack Oakie, Jack Luden, Phillips Holmes Wild girls at a college pay more attention to parties than their classes. But when one party girl, Stella Ames, goes too far at a local bar and gets in trouble, her professor has to rescue ..."
839,The Younger Generation,"La nuova generazione The Younger Generation Drama Frank Capra Fannie Hurst, Sonya Levien Columbia Pictures Jean Hersholt, Lina Basquette, Ricardo Cortez, Rex Lease, Rosa Rosanova, Syd Crossley, Martha Franklin Soap-opera about a social-climbing Jewish man and his old-world parents who are heartbroken by his rejection of them."
840,Abraham Lincoln,"Il cavaliere della libertà Abraham Lincoln Biography, Drama, History D.W. Griffith Stephen Vincent Benet, John W. Considine Jr. D.W. Griffith Productions William L. Thorne, Lucille La Verne, Helen Freeman, Otto Hoffman, Walter Huston, Edgar Dearing, Una Merkel, Russell Simpson, Charles Crockett, Kay Hammond, Helen Ware, E. Alyn Warren, Jason Robards Sr., Gordon Thorpe, Ian Keith An episodic biography of the 16th President of the United States."
841,All Quiet on the Western Front,"All'ovest niente di nuovo All Quiet on the Western Front Drama, War Lewis Milestone Erich Maria Remarque, Maxwell Anderson Universal Pictures Louis Wolheim, Lew Ayres, John Wray, Arnold Lucy, Ben Alexander, Scott Kolk, Owen Davis Jr., Walter Rogers, William Bakewell, Russell Gleason, Richard Alexander, Harold Goodwin, Slim Summerville, G. Pat Collins, Beryl Mercer A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror."
842,Animal Crackers,"Animal Crackers Animal Crackers Comedy, Musical Victor Heerman George S. Kaufman, Morrie Ryskind Paramount Pictures The Marx Brothers, Groucho Marx, Harpo Marx, Chico Marx, Zeppo Marx, Lillian Roth, Margaret Dumont, Louis Sorin, Hal Thompson, Margaret Irving, Kathryn Reece, Robert Greig, Edward Metcalfe, The Music Masters Mayhem and zaniness ensue when a valuable painting goes missing during a party in honor of famed African explorer Captain Spaulding."
843,Anna Christie,"Anna Christie Anna Christie Drama, Romance Clarence Brown Frances Marion, Eugene O'Neill Metro-Goldwyn-Mayer (MGM) Greta Garbo, Charles Bickford, George F. Marion, Marie Dressler, James T. Mack, Lee Phelps A young woman reunites with her estranged father and falls in love with a sailor, but struggles to tell them about her dark past."
844,Anna Christie,"Anna Christie Anna Christie Drama Jacques Feyder Walter Hasenclever, Frances Marion Metro-Goldwyn-Mayer (MGM) Greta Garbo, Theo Shall, Hans Junkermann, Salka Viertel A young woman reunites with her estranged father and falls in love with a sailor, but struggles to tell them about her dark past."
846,Back Pay,"Back Pay Back Pay Drama, Romance William A. Seiter Fannie Hurst, Francis Edward Faragoh First National Pictures Corinne Griffith, Grant Withers, Montagu Love, Hallam Cooley, Vivien Oakland, Geneva Mitchell, William Bailey Hester is bored with Gerald who loves her - bored with the Finley Department store - and bored with Demopolis. She leaves town with a traveling salesman named Bloom and the clothes on her ..."
847,The Bat Whispers,"The Bat Whispers The Bat Whispers Crime, Thriller, Horror Roland West Mary Roberts Rinehart, Avery Hopwood Joseph M. Schenck Productions Chance Ward, Richard Tucker, Wilson Benge, DeWitt Jennings, Sidney D'Albrook, S.E. Jennings, Grayce Hampton, Maude Eburne, Spencer Charters, Una Merkel, William Bakewell, Gustav von Seyffertitz, Chester Morris, Hugh Huntley, Charles Dow Clark A master criminal terrorizes the occupants of an isolated country mansion."
848,Be Yourself!,"Be Yourself! Be Yourself! Comedy, Musical Thornton Freeland Max Marcin, Thornton Freeland Joseph M. Schenck Productions Fanny Brice, Robert Armstrong, Harry Green, G. Pat Collins, Gertrude Astor, Budd Fine, Marjorie Kane, Rita Flynn Ethnic comedy of a nightclub entertainer trying to train a boxer."
849,Beau Ideal,"Beau Ideal Beau Ideal Adventure, Romance, War Herbert Brenon Percival Christopher Wren, Elizabeth Meehan RKO Radio Pictures Frank McCormick, Ralph Forbes, Lester Vail, Otto Matieson, Don Alvarado, Bernard Siegel, Irene Rich, Myrtle Stedman, Loretta Young, John St. Polis, Joe De Stefani, Paul McAllister, Hale Hamilton, George Regas, Leni Stengel An American joins the French Foreign Legion in order to rescue a boyhood friend."
850,The Benson Murder Case,"The Benson Murder Case The Benson Murder Case Crime, Mystery, Thriller Frank Tuttle S.S. Van Dine, Bartlett Cormack Paramount Pictures William Powell, William 'Stage' Boyd, Eugene Pallette, Paul Lukas, Natalie Moorhead, Richard Tucker, May Beatty, E.H. Calvert A ruthless, crooked stockbroker is murdered at his luxurious country estate, and detective Philo Vance just happens to be there; he decides to find out who killed him."
851,The Big House,"Carcere The Big House Crime, Drama, Thriller George W. Hill, Ward Wing Frances Marion, Joseph Farnham Metro-Goldwyn-Mayer (MGM) Chester Morris, Wallace Beery, Lewis Stone, Robert Montgomery, Leila Hyams, George F. Marion, J.C. Nugent, Karl Dane, DeWitt Jennings, Matthew Betz, Claire McDowell, Robert Emmett O'Connor, Tom Kennedy, Tom Wilson, Eddie Foyer A convict falls in love with his new cellmate's sister, only to become embroiled in a planned break-out which is certain to have lethal consequences."
852,The Big Pond,"La conquista dell'America The Big Pond Comedy, Music, Romance Hobart Henley A.E. Thomas, George Middleton Paramount Pictures Maurice Chevalier, Claudette Colbert, George Barbier, Marion Ballou, Andrée Corday, Frank Lyon, Nat Pendleton, Elaine Koch A tour guide in Venice romances a visiting American tourist whose father owns a chewing-gum factory back in the U.S. She sets out to convince her skeptical father to bring the tour guide to America and give him a job in the plant."
853,The Big Trail,"Il grande sentiero The Big Trail Adventure, Western, Romance Raoul Walsh, Louis R. Loeffler Hal G. Evarts Fox Film Corporation John Wayne, Marguerite Churchill, El Brendel, Tully Marshall, Tyrone Power Sr., David Rollins, Frederick Burton, Ian Keith, Charles Stevens, Louise Carver Breck Coleman leads hundreds of settlers in covered wagons from the Mississippi River to their destiny out West."
854,Billy the Kid,"Billy the Kid Billy the Kid Action, Biography, Drama King Vidor Walter Noble Burns, Laurence Stallings Metro-Goldwyn-Mayer (MGM) Johnny Mack Brown, Wallace Beery, Kay Johnson, Karl Dane, Wyndham Standing, Russell Simpson, Blanche Friderici, Roscoe Ates, Warner Richmond, James A. Marcus, Nelson McDowell, Jack Carlyle, John Beck, Chris-Pin Martin, Marguerita Padula In this version of the Billy the Kid legend, Billy, after shooting down land baron William Donovan's henchmen for killing Billy's boss, is hunted down and captured by his friend, Sheriff ..."
855,The Bishop Murder Case,"The Bishop Murder Case The Bishop Murder Case Drama, Mystery David Burton, Nick Grinde S.S. Van Dine, Lenore J. Coffee Metro-Goldwyn-Mayer (MGM) Basil Rathbone, Leila Hyams, Roland Young, Alec B. Francis, George F. Marion, Zelda Sears, Bodil Rosing, Carroll Nye, Charles Quatermaine, James Donlan, Sidney Bracey, Clarence Geldart, Delmer Daves, Nellie Bly Baker When the body of a man nicknamed ""Cock Robin"" is found with an arrow in the heart on an archery range along with a chess bishop as a clue, Philo Vance investigates."
858,Born Reckless,"Temerario nato Born Reckless Crime, Drama, War John Ford Dudley Nichols, Dudley Nichols Fox Film Corporation Edmund Lowe, Catherine Dale Owen, William Harrigan, Marguerite Churchill, Warren Hymer, Lee Tracy, Frank Albertson, Ilka Chase, Ferike Boros, Paul Porcasi, Joe Brown, Ben Bard, Pat Somerset, Eddie Gribbon, Mike Donlin Hoping to use the publicity to get re-elected, a judge sentences a notorious gangster to fight in the war."
859,Bright Lights,"Bright Lights Bright Lights Drama, Musical, Romance Michael Curtiz Humphrey Pearson, Henry McCarty First National Pictures Dorothy Mackaill, Frank Fay, Noah Beery, Daphne Pollard, James Murray, Tom Dugan, Inez Courtney, Frank McHugh, Edmund Breese, Edward J. Nugent, Philip Strange A successful Broadway star ready to retire from her wild career announces her engagement. But her tumultuous past isn't done with her yet."
860,Call of the Flesh,"La sivigliana Call of the Flesh Musical, Romance Charles Brabin Dorothy Farnum, John Colton Metro-Goldwyn-Mayer (MGM) Ramon Novarro, Dorothy Jordan, Ernest Torrence, Nance O'Neil, Renée Adorée, Mathilde Comont, Russell Hopton From a poor working class background, Juan de Dios is a cantina performer in Seville, singing and dancing with his partner Lola. They have a contentious professional and personal ..."
861,Captain Thunder,"Captain Thunder Captain Thunder Adventure, Drama, Music Alan Crosland Pierre Couderc, Hal Davitt Warner Bros. Fay Wray, Victor Varconi, Charles Judels, Robert Elliott, Bert Roach, Frank Campeau, Don Alvarado, John St. Polis, Natalie Moorhead, Robert Emmett Keane, Frankie Genardi Victor Varconi plays a charming Mexican bandit gets involved in several conflicting paradoxical relations, including an alliance with a crooked rival bandit and a beautiful daughter of the governor."
862,Charley's Aunt,"Charley's Aunt Charley's Aunt Comedy Al Christie Brandon Thomas, F. McGrew Willis Christie Film Company Charles Ruggles, June Collyer, Doris Lloyd, Halliwell Hobbes, Hugh Williams, Flora le Breton, Rod McLennan, Phillips Smalley, Flora Sheffield, Wilson Benge Charley Wyckham and Jack Chesney pressure fellow student Fancourt Babberly to pose as Charley's Brazilian Aunt Donna Lucia. Their purpose is to have a chaperone for their amorous visits ..."
863,Check and Double Check,"Check and Double Check Check and Double Check Comedy Melville W. Brown Bert Kalmar, Harry Ruby RKO Radio Pictures Freeman F. Gosden, Charles J. Correll, Sue Carol, Irene Rich, Ralf Harolde, Charles Morton, Edward Martindel, Rita La Roy, Russ Powell, Roscoe Ates, Duke Ellington Orchestra Typical Amos 'n Andy storyline has the boys trying to make a go of their ""open-air"" taxi business while they get caught up in a society hassle, involving driving musicians to a fancy party...."
864,Children of Pleasure,"Children of Pleasure Children of Pleasure Comedy, Musical, Romance Harry Beaumont Crane Wilbur, Richard Schayer Metro-Goldwyn-Mayer (MGM) Lawrence Gray, Wynne Gibson, Judith Wood, Kenneth Thomson, Lee Kohlmar, May Boley, Benny Rubin Successful songwriter falls for society girl who is just playing around. He doesn't realize that his girl-Friday is the one he really loves until it is almost too late. Although he is ..."
865,City Girl,"Il nostro pane quotidiano City Girl Drama, Romance F.W. Murnau Elliott Lester, Berthold Viertel F.W. Murnau Production Charles Farrell, Mary Duncan, David Torrence, Edith Murgatroyd, Guinn 'Big Boy' Williams, Anne Shirley, Tom McGuire, Richard Alexander, Patrick Rooney, Ed Brady, Roscoe Ates A Chicago waitress falls in love with a Minnesota farmer, and decides to face a life in the country."
866,Conspiracy,"Conspiracy Conspiracy Mystery Christy Cabanne Beulah Marie Dix RKO Radio Pictures Bessie Love, Ned Sparks, Hugh Trevor, Ivan Lebedeff, Rita La Roy, Gertrude Howard, Otto Matieson, Walter Long, Donald MacKenzie, Jane Keckley For the last four years Margaret Holt has been helping her brother, assistant D.A. Victor Holt, to try to bring down the dope dealing Schemer Marko gang. Margaret kills Marko (aka 'James ..."
868,The Cuckoos,"The Cuckoos The Cuckoos Comedy, Musical Paul Sloane Guy Bolton, Bert Kalmar RKO Radio Pictures Bert Wheeler, Robert Woolsey, Dorothy Lee, Jobyna Howland, Hugh Trevor, June Clyde, Ivan Lebedeff, Marguerita Padula, Mitchell Lewis, Raymond Maurel Two phony fortune tellers get mixed up with gypsies."
869,Danger Lights,"Nella morsa delle rotaie Danger Lights Adventure, Drama George B. Seitz James Ashmore Creelman RKO Radio Pictures Louis Wolheim, Robert Armstrong, Jean Arthur, Hugh Herbert, Frank Sheridan, Robert Edeson, Alan Roscoe, William P. Burt, Jim Farley The tough boss of a railroad yard befriends a young hobo, and unwittingly places in jeopardy his relationship with the woman he loves."
871,The Dawn Patrol,"La squadriglia dell'aurora The Dawn Patrol Action, Drama, War Howard Hawks John Monk Saunders, Dan Totheroh First National Pictures Richard Barthelmess, Douglas Fairbanks Jr., Neil Hamilton, Frank McHugh, Clyde Cook, James Finlayson, Gardner James, William Janney, Edmund Breon World War I ace Dick Courtney derides the leadership of his superior officer, but Courtney is soon promoted to squadron commander and learns harsh lessons about sending subordinates to their deaths."
872,The Devil to Pay!,"The Devil to Pay! The Devil to Pay! Comedy, Romance George Fitzmaurice Frederick Lonsdale, Benjamin Glazer Howard Productions (II) Ronald Colman, Frederick Kerr, Loretta Young, David Torrence, Florence Britton, Myrna Loy, Paul Cavanagh, Crauford Kent Spendthrift Willie Leyland again returns to the family home in London penniless. His father is none too pleased but Willie smooth-talks him into letting him stay. At the same time he turns ..."
873,The Devil's Holiday,"The Devil's Holiday The Devil's Holiday Drama, Romance Edmund Goulding Edmund Goulding, Edmund Goulding Paramount Pictures Nancy Carroll, Phillips Holmes, James Kirkwood, Hobart Bosworth, Ned Sparks, Morgan Farley, Jed Prouty, Paul Lukas, Zasu Pitts, Morton Downey, Guy Oliver, Jessie Pringle, Wade Boteler, Laura La Varnie A savvy city girl is hired to sugar an earnest farm boy into a business deal, but loses her heart."
874,The Divorcee,"La divorziata The Divorcee Romance, Drama Robert Z. Leonard Ursula Parrott, Nick Grinde Metro-Goldwyn-Mayer (MGM) Norma Shearer, Chester Morris, Conrad Nagel, Robert Montgomery, Florence Eldridge, Helene Millard, Robert Elliott, Mary Doran, Tyler Brooke, Zelda Sears, George Irving, Judith Wood When a woman discovers that her husband has been unfaithful to her, she decides to respond to his infidelities in kind."
